"Data Source","World Development Indicators",

"Last Updated Date","2018-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Luxembourg","LUX","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","167000","250000","211300","218100","220600","230000","250000","260000","290000","300000","161500","163200","203700","224100","243200","239400","247700","272900","293900","296000","409300","405700","460600","470500","532500","569700","639100","559800","701400","842700","870831","885852","822533","853903","855840","851136","927738","1039067","1059848","681482","786920","785200","781146","1555788","1710624","1830972","1845726","1901012",
"Latvia","LVA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65700","111200","167000","173000","275900","229100","229100","196200","278396","255392","264991","339747","593662","1032128","1409620","1344912","1371810","1301848","3158051","3299391","2888683","2754720","2636612.75889877","2527368","2843133","3441024",
"Macao SAR, China","MAC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1532189","1706332","1728004","1211797","1800237","2040654","2285750","2393294","1866141","1427324","1329721","1327732","1561850","1767100","2078758","2276436","2788571","2767936",
"St. Martin (French part)","MAF","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","289500","362000","410300","486500","509600","672900","808900","1047200","1131700","1153800","947400","929600","974100","932200","1000700","1113900","1095500","1187400","1267300","1360800","1580000","1429700","2169000","2139600","2183900","2147200","2301200","2638400","3012000","3392100","3671317","3680688","3049154","2638314","3004353","3492984","4109489","4623543","4927341","4930683","7144446","7502696.74521668","6563646.6759083","6507408","6976810","7043971","7738637","8436970",
"Monaco","MCO","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","44000","44000","44000","44000","73200","73800","37500","40000","40000","42500","42500","42500","44000","44000","44000","44000","44000","44000","43800","75200","82764","77798","104255","94563","83916","87523","95721","101753","84660","63876","59658","63186","65404.3636363636","64524","64188","60382","12137","316",
"Moldova","MDA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","571100","312300","312300","169500","190000","46400","118000","43000","117532","120125","129377","179084","200615","231985","273810","314361","401199","402423","479457","540679","543872","557653","692496","1005936","936254","1092606",
"Madagascar","MDG","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","168000","197700","201100","217800","230700","203100","262000","292200","335800","407500","447700","444900","410200","347300","360000","350800","355900","410600","387000","342400","424200","314300","343900","418500","450700","497200","542100","574900","600500","639800","629409","657953","266033","451729","513508","574904","572991","616433","558981","499526","524296","544100.727272727","588169","539208","520421","458572","441861","486425",
"Maldives","MDV","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","7000","10000","13000","20000","25000","27000","33800","34000","38000","40000","60000","65000","8400","8400","8400","9400","9400","9400","9400","38500","158600","206900","188900","247200","261100","315108","56216","57902","60218","75875","81945","93417","92483","91096","85448","","","","","1024693.84477856","1313533","1409704","1485752",
"Middle East & North Africa","MEA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","5302800","6428900","7528900","8687900","10597800","13016800","16872300","20259300","23545300","25387900","27858700","28680800","30856600","33496000","35296900","34822500","34087200","35611400","36641600","38333400","38928000","36420700","41137700","42087100","45080700","45976000","49613000","53725800","53713700","56424000","59654534","67991058","64355768","73216604","78560904","61431744","66638675","71222974","71070884","114274202","151073013.620073","160271708.77236","175337423.625517","188897689.145994","204902736.907039","217000211","239193056","251171228",
"Mexico","MEX","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2966600","3107300","3962000","4589600","5501500","6522900","7675700","8238200","9387700","11381500","12889800","13853300","12777300","13923500","14440200","15364400","13824500","13504900","11412300","12689000","14341300","14901000","15532200","16484800","18791400","14968800","14677700","17266500","17717400","20561100","20894205","20172824","19618662","20661206","21167881","21857658","21243010","20952513","18825976","15728171","31269061","29538937","32909408.724554","35986501.817","39570522","46966763","53313307","58536878",
"Marshall Islands","MHL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","32000","33800","36300","66400","66300","96000","43500","41900","45800","41300","33100","32000","33100","16109","18805","24592","27471","28970","25789","30232","29980","29530","27692","","","","","","","","47496",
"Middle income","MIC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","52188100","59893600","68663200","75615200","84348900","94056300","99829300","106245700","111116300","115007100","120958500","127684800","135757100","144824100","154900300","157330800","162878600","291583500","255371400","231116700","243657200","260489200","267178400","275270800","272501300","277350300","296457669","328961043","330802115","341303449","417043166","453453437","503973196","566723883","597040360","646333981","846574764.634876","946177260.620329","1024737254.56538","1110391059.37471","1211125097.25591","1330144435","1445951290","1598426964",
"Macedonia, FYR","MKD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","187500","203000","215000","287300","228900","488900","506100","599012","315450","165735","200959","210875","191977","209255","234366","196420","86868","","","","","","","","",
"Mali","MLI","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","39200","39000","44000","46900","49800","50500","59400","61400","57000","66000","71000","71000","79000","77000","70000","61000","69000","4000","","","","","66300","68200","69200","74100","75100","85500","90500","83900","77273","46364","","","","","","","","","303692","363857.375904305","181742.614202486","33444","0","","","",
"Malta","MLT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","127800","110800","102100","140600","152500","205200","221100","255300","351600","382000","401500","397900","401700","366300","364100","384100","411300","429400","480600","506500","597800","648600","692500","797000","1002500","1065900","1037500","1054300","1159400","1421300","1364904","1340031","1398990","1309119","1365223","1371865","1495333","1674773","1708268","1992900","1699829","1673765","1535101","1603404","1588165","1583046","1500824","1575125",
"Myanmar","MMR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","345800","380500","393000","405000","388300","391300","396000","410000","425000","460000","481000","500000","515000","517000","487000","509000","511000","512000","516000","308000","318500","318500","318500","318500","318500","334500","334500","334500","333200","536800","437600","398216","1186162","1117208","1392244","1503624","1620895","1662866","1637923","1527346","924207","1539676","1663425.4345762","1572120","1926969","2095503","2741388","2853924",
"Middle East & North Africa (excluding high income)","MNA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","3575800","4124900","4817000","5611900","6920600","8605400","10386000","11833300","13058400","12941600","13570500","13987100","15082400","16939000","17702900","17521400","17574800","18367600","19326800","20258200","20968500","18725100","19938500","19026300","20017600","20833300","22956900","26337800","25271800","25105400","26100792","34079465","26788324","32800028","30468644","31260133","34256632","36205520","35864926","38021520","52770471.7706611","52290259.4262449","50973534.9288624","53720922.1459943","54370978.9070389","50614910","55760221","59931049",
"Montenegro","MNE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","121737","","287111","337046","383140","","","","","659355.414807816","523356","544519","528852","503040","526980","544597","507637",
"Mongolia","MNG","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","615700","590600","630000","630000","661500","661500","240200","239700","224700","253917","255298","269886","294880","310158","295252","347998","380708","364470","257233","391188","496649.107733126","626469.96653678","585864","683254","529311","537853","602775",
"Northern Mariana Islands","MNP","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","119500","248900","225200","266400","273000","282200","291500","391100","404700","325200","207700","226400","210600","235000","242900","279500","282800","224700","206200","220700","168200","163400","188400","200700","234800","259568","264216","281513","280516","293873","346830","350314","443010","461125","490019","558192","577019.814468816","559608.795668202","701472","739636.744147151","676028","632965","569829",
"Mauritania","MRT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","84500","68400","65900","72700","78300","84500","94400","105400","117200","124300","141100","144100","147300","148500","201700","213800","233400","216100","216100","220400","222700","212700","212700","214600","215600","227900","234800","245200","249600","187400","185061","155687","105541","116136","128329","138595","149188","154662","153895","142355","524817.894731527","381075.923563429","325239.52355014","261696","271212","248158","280215","418817",
"Mauritius","MUS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","23000","24200","25200","24000","28000","30000","33000","30100","55000","82300","83700","102200","106400","122900","155000","182800","199700","285400","383700","423800","519700","525300","578100","581900","635900","675800","716900","803900","847500","823200","949085","1002282","1029466","1042773","1088696","1145737","1056496","1277957","1256746","1092580","1265458","1321491","1313976","1318052","1354388","1466527","1593666","1674395",
"Malawi","MWI","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","51700","66100","74700","90400","98300","122400","93700","100300","106400","111700","94000","107600","130300","96900","127000","140400","140200","114200","115800","121200","120300","120100","121400","132100","141600","148700","152500","158300","157700","112300","115831","112560","104711","108854","122477","132275","145747","154837","159917","157007","91520.1893953931","82709.5449902358","53518.9979970389","5856","5856","6011","6744","10545",
"Malaysia","MYS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","748900","875100","1015600","1864400","2331900","2503600","2671000","2864700","3096000","3489500","4516400","5347700","5241700","5360900","5685400","5687000","6310500","7396100","7683600","8694600","10241500","11837400","12756900","13101300","14249800","15417800","15117600","15591600","13654400","14984600","16560793","16107156","16281275","16704600","19226564","20369086","17833364","21325754","22420870","23766316","34239014.1725209","38218608.8523534","39165195.2176778","47995842.0041797","49673884","50345820","53817353","58188823",
"North America","NAC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","173629292","184390404","202953908","216936000","223979900","221613300","239850396","257611392","291497504","334470400","317782088","303183500","310646408","333707996","359574088","391747504","434932996","461779204","476582312","474435304","485175416","468602404","483783292","487442612","533028800","553803196","593928000","614552892","612824180","658966608","707095388","662639760","621733444","624881527","718811915","765777598","772257943","796405857","755498308","732006924","783774409.375339","796874011.954739","807166400.792869","814697725.918431","838238607","878450302","909445425","940807001",
"Namibia","NAM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455000","163200","178700","198800","224600","236800","214500","213700","214100","247147","215237","222009","265655","282915","399280","400947","430741","452167","454855","485849","540867.9","632330.085","510000","522216","553322","558713","623076",
"New Caledonia","NCL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","54700","56700","52900","57600","63500","69000","75400","83400","94200","99300","111100","114100","116300","117500","117700","73500","120000","111700","111300","74000","76300","66300","66300","68200","69200","74100","75100","85500","90500","83900","77273","46364","","","","","","","","","0","0","119652","87936","13227.5","15243","15044","14713",
"Nigeria","NGA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","173000","227100","286800","314100","430300","590400","800800","1093900","1441000","1581300","1938500","2300200","2138400","2221300","1945900","2575000","2134000","1614400","995000","848900","964800","930000","646500","608400","664800","547900","221200","318200","313400","419700","507396","519453","520278","520263","540461","747648","1307541","1363435","1460900","1365343","4197375","4793913.27416044","4716148.08073056","4209624","4462001.62973012","4613169","4110075","3446717",
"Nicaragua","NIC","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","107100","137500","144000","77500","81000","85000","89000","110000","110000","145000","115000","97000","100000","95000","85000","90000","80900","85000","86500","109500","129600","129600","159200","34000","43800","48200","51300","51300","51100","58700","61031","","","","","","","","","","","","","","","","","",
"Netherlands","NLD","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2881100","3012300","3275800","3682400","3627100","3827700","4080900","4452000","4718300","4918900","4983800","5058000","5201900","5278900","5654900","6027700","6382000","7403400","7860100","8253400","8559400","8893200","10087800","11774600","12894800","16377900","17114300","17889900","18675500","19741200","20898713","20072980","22931166","23454932","25595676","26132696","27454451","28857440","29601230","29108547","26979676.6296817","29959476.4043769","31672223.9759589","33455251","33956338","35687843","40078714","42770628",
"Norway","NOR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2412300","2791600","3101600","3342600","3367500","3530400","3853500","4192500","4487400","4866900","4804400","4979400","5210400","5610800","6113900","6799700","7485200","8146000","8261000","8300000","8928500","8857300","9661200","10383600","11133100","11695500","12727300","13759000","14291500","15009600","15182305","14556181","13699204","12805757","12277222","","","","","","","","","","","","","",
"Nepal","NPL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","203400","217900","232000","250000","263000","219700","248300","255000","270000","416500","379900","364500","400200","363700","395500","422000","436200","408800","987800","679100","679000","633900","648800","633100","682600","716700","755000","755000","753600","582600","643332","641142","352544","356369","444691","480266","509792","528226","520303","484394","917939","901116.117937972","776864.1215957","643140","517548","510342","634292","779896",
"Nauru","NRU","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210424","30195.521045074","34884.3268867112","19334.8478455911","16488","34572","38859","47252","45457",
"New Zealand","NZL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1862000","1923800","2084300","2544400","2961300","3047400","3023200","3198500","3399500","3807300","3497500","3316100","3073900","3222000","3764900","4158600","4527300","4812300","5093600","5723500","5865600","5370800","5784400","6290800","7716100","7676600","9597000","9435400","8654900","9565600","10781314","11467023","11285424","12259437","11305401","11951935","12382205","12545766","12950904","12104116","13295185","13747024.2069686","13937353.9431784","14434055.9991949","13618711.9990383","14385078","15300409","16271523",
"OECD members","OED","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","273323792","293297404","323733208","353336500","365543100","367662300","397188796","430095992","482013704","542499600","526574988","519007000","525745508","553359996","592898688","638635304","688511696","740710304","776323412","804087300","841204216","820591904","866038292","885841516","962600804","1012095996","1090122504","1140869992","1148758380","1235705000","1323506314","1272963274","1236860781","1267803570","1403178728","1463694868","1511855956","1581593188","1547716037","1503113310","1654361846.60395","1700847956.485","1740333022.63029","1799294612.43694","1870466668.87687","1990421334","2099883897","2217332475",
"Oman","OMN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","127500","173000","240100","299800","374500","456500","521500","577800","569800","601800","674200","717500","647400","699200","776400","834800","852900","957500","1081100","1180000","1511800","1452900","1620200","1678400","1849300","1933100","2118338","1980076","2103559","2777424","3267088","","","","","2360682","3262849","3795755","4430383","4994729","5051804","6365784","7709851","9065019",
"Other small states","OSS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5273200","5397300","5798000","6502100","6772500","7255400","8573000","8905500","9287800","9670100","10360700","11464000","","","","","","","","","","","29535977.7423871","31467772.8984138","34532854.8748242","34877522","","43818107","51705282","",
"Pakistan","PAK","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1335900","1085600","625200","805200","1047700","1451800","1947400","2303700","2656300","2773100","3029200","3096800","3328800","3466900","3641900","3839400","4127200","4434400","4889400","5009000","5180200","5197700","5680600","5647100","5663700","5342600","5375000","5882500","5414100","5850000","5293541","6011849","4141009","4522110","5097477","5364134","5714831","5439144","5605758","5303268","6588114","7940545.07551206","7973906.36067277","7833901.08773203","7670348.18543139","8467827","9628354","9919768",
"Panama","PAN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","307400","337200","316200","217500","275700","357100","374100","347400","365700","381300","355200","309200","332200","323400","371600","390300","364200","370800","382000","372500","265800","342700","282700","320500","519900","661200","688800","772200","859900","932500","1117411","1114727","1047843","1416071","1500673","1795958","2028711","2473261","2762458","6348000","5524157.42969209","6380080.18386967","7517581.27701275","11656416","11812712.8383915","12193261","13285098","13673127",
"Peru","PER","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","390500","263700","525300","590000","1116900","1335200","1439200","1425000","1449000","1686100","1980100","1777100","1739700","1698200","1616800","1563900","2152900","3009000","2737100","1854300","1816200","1490600","1217600","1362400","1894900","2508300","2327500","2724500","2774500","1900000","1595268","2248991","2085823","2226329","3225128","4332223","4217880","5273188","6184410","5843195","7106025.29251721","8609620.35441221","10074855.6119232","12255937.7629497","12284677","13877662","15081755","15728393",
"Philippines","PHL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2369000","2070900","2123900","2349600","2525100","2758400","2815700","3021100","3411600","3474900","3245600","3542700","3866900","4319800","4394000","4610400","4879600","5247300","5719500","5715200","5638700","5438100","6136500","6526200","6851500","7179600","7263100","7474600","6731600","5024000","5756288","6416383","6449022","6457529","7387965","8056829","8304634","8818150","9508389","10480898","22575356","26326620.7628322","28540727.3608103","25540880","34897404","37023422","40206684","44087368",
"Palau","PLW","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","355000","405300","440000","532300","572300","558600","553500","560400","533800","711400","700900","807400","798300","886600","963400","931200","911000","954000","866000","1112800","970000","970000","1114000","1110300","1058200","1099772","1188089","1234779","690528","762784","818773","918640","918665","904885","847353","1405169","1563593.85321111","1630308.43210537","1870968","2074020","1679156","1711274","1864653",
"Poland","POL","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","904000","1031200","1267000","1491000","1086800","1454500","1472400","1643200","1702300","1850400","1710500","1592800","755500","1287000","1595900","1587000","1573500","1569500","1600200","1907300","1501000","1051200","1102100","1269900","1451800","1657300","1805900","1998000","2212500","2140700","2340919","2670283","2845919","3252222","3493094","3553680","3625982","4269655","4634676","4279072","4099082","4448727.0598285","4909100.39206908","5002975.74866764","5038745.42598332","4448883","5497163","7376934",
"Pre-demographic dividend","PRE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","2589800","2847200","2900000","3299800","3830100","4279000","5416400","5693100","6456000","7333900","8054300","8800000","8987200","9138600","8906500","9315600","8586600","8136900","8313100","7581600","7398600","6057800","5674400","5354400","5857800","5618900","5427100","5219400","5677400","5720100","5605843","5129614","","","","","","","","","17819048.6593058","20387700.7728865","20515501.676293","19925850.818","19349770.8959757","21230480","20633300","20087493",
"Puerto Rico","PRI","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","165000","166000","","","","","","165000","166000","184000","192200","184400","185000","196000","197500","202000","200000","205000","217500","220400","222700","222700","235100","241800","241800","254000","254000","280000","64000","76700","82953","78805","84321","75046","93808","101313","105366","110634","108974","101237","73052","78558.8615502066","100113.348581399","371004","90335.875","87082","94919","103560",
"Portugal","PRT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","1415400","1656100","1949800","2247100","2250400","1681300","1650300","1833400","2014400","2264500","1978100","2168500","2272200","2218400","2311800","2315200","2422600","2785600","3025100","3187300","3504500","3571800","4108800","4378900","4359600","4590100","4805500","6281400","7023100","7339300","6721365","6650492","6795580","7590259","9052471","10139655","9440930","10320040","11171020","9903771","10428173.5126738","11014639","11338080","11860998","12635439","12706909","13105120","15943356",
"Paraguay","PRY","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","80600","84300","53700","59600","61000","64500","66500","104600","111700","118500","129000","127000","167000","163500","179000","212000","184200","205000","248600","272300","273000","308800","313600","337500","324200","105200","260500","196000","222200","231700","265898","281040","267089","298928","373456","445854","432760","458688","465911","428493","715072","845395.688848872","794176","711548.47","608844","452004","467713","457249",
"West Bank and Gaza","PSE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","457900","448500","478500","435000","455800","488000","560000","641700","647200","661900","711300","669900","734300","775600","1042400","871600","956800","972400","994674","1040635","1169195","1409660","1376595","1366689","1468156","1510124","1487471","1861811","1679808.52104507","1691669.50847461","1701510.525037","1807896","2006028","2120856","2238966","2619559",
"Post-demographic dividend","PST","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","268162692","286858404","316019208","344448000","356860200","358191400","386117596","417928492","469681004","528337700","512934188","504208800","512515308","539249896","577758388","622754404","673840096","725444604","762609612","788098600","823529116","803342904","851472092","866599916","939020504","989606440.1","1067013204","1118528992","1129879680","1214796800","1301972064","1251639848","1214443600","1229236696","1360640668","1413314874","1455395380","1510562083","1469546762","1409097909","1535018340.66772","1572981001.53047","1599345143.47385","1647552395.82541","1703839061.73137","1789921540","1872020604","1957241740",
"French Polynesia","PYF","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","127500","173000","240100","299800","374500","456500","521500","577800","569800","601800","674200","717500","647400","621500","698400","752800","770900","875500","981100","1080000","1150600","1072500","1200300","1164600","1207000","2325200","2672972","2778116","3570521","3184104","4453071","6041040","7070851","8879109","9702479","10211229","12391268","14568106","17187171","18737348","21425066","25263224","31209097","29949181",
"Romania","ROU","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","452500","429400","488800","611800","674400","613100","912600","1077100","1084600","1119700","1112100","1079700","919400","998600","1163400","1215800","1240400","1281300","1322500","1271700","1322000","1148900","918900","979400","1242700","1244900","913300","995200","907600","980300","1218102","1137305","959487","1255313","1337781","1707714","2047466","3003872","3253417","3268022","3733253","3659209","3593312","3087143","3067724.4","3634598","3686938","4425717",
"Russian Federation","RUS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128760600","62173900","36124000","28933100","26524800","22117100","20419000","15223700","18600400","17687894","20301199","20892156","22723072","25948923","26522315","28836949","33187839","37940321","34402844","43855539","50555805","58727125","64072322","72189961","76846126","77458318","89373638",
"Rwanda","RWA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","9700","25900","4400","4600","4800","4300","8900","11900","10100","8400","10100","9100","9100","9100","","","","","","","","","","","","","","","","188221","268376.55","593198.45","610992","626928","544541","644559","739674",
"South Asia","SAS","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","4400200","4070900","4363900","5141900","4983200","6225200","7422400","8481700","9790500","10583900","10964100","12195300","13529900","14473100","15846600","17084600","18061800","19186000","20656900","20406500","18916100","18692200","19784000","18013800","20433000","23175700","22444800","25538500","25389700","25506900","26822530","26775369","25502242","27975359","33660738","38307149","51488173","62460543","60323625","64195666","78888194.8863276","91031850.071816","89645445.1785226","93893397.487732","102251106.643424","120221878","142492664","163287737",
"Saudi Arabia","SAU","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","558000","513600","762000","968300","1282500","1835700","3268000","4705100","6268100","7689200","9241200","9146900","10151800","10670300","11365800","10795100","9929400","10258400","9879600","9988000","10311500","9409100","11154800","11864300","12142300","11524200","11706300","11738200","11816200","12328500","12566492","12835735","13564300","13821729","14942633","15933045","16830838","17141188","16708204","17508200","20323592","23135735","26537661","28252104","32269452","33431736","35092840","37503000",
"Sudan","SDN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","124700","139500","133400","221500","244700","250000","328300","378500","176000","424000","519000","465300","477600","473000","485000","428000","347400","417200","533700","363200","454100","363200","480000","407900","432400","496900","490800","333100","498700","390300","414179","414983","409178","420498","473127","510977","563026","598151","617785","606558","580325","947031.456113152","777346.331924026","541644","501864","496177","292843","328741",
"Senegal","SEN","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","85100","89400","88900","94600","102500","110000","120400","128400","137200","142300","113100","116100","118300","124500","126300","132100","144100","135800","135400","139700","148300","138400","138300","140200","141200","149700","155100","165500","121400","103400","97525","176413","231333","129974","416372","449682","500677","538845","567101","572609","0","391401.4","543987.6","219996","131964","115355","9874","21038",
"Singapore","SGP","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","748900","875100","976100","1248900","1508500","1814700","2132100","2497300","2893200","3377500","3826900","4405400","4591500","4531600","4791800","4912300","4990300","5248400","6046900","6659900","7046400","7745500","8477300","9271200","9929400","10779300","11840700","12980700","13331100","15282600","16704341","16373648","17256872","14172367","16995621","17744017","19565884","20671341","21050204","18427473","24859825.1577843","26509929.1424906","29138458.2737476","31729241","33643518.416782","33585397","35370328","37679940",
"Solomon Islands","SLB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","42400","46200","51100","54600","63700","66000","64900","67500","68500","69300","69400","69400","69400","74600","78500","89500","94300","94300","94000","97700","75262","81376","84537","68104","84676","91450","101190","102090","100558","94027","142660","140183.263883557","138160.1153057","302412","330456","373739","373467","427806",
"Sierra Leone","SLE","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","23000","26000","27300","28500","28500","30000","30200","34000","26400","56000","58000","59000","28900","43600","29600","30000","","16500","17500","14500","14500","15200","0","0","","19009","13877","13877","13599","15503","16743","18752","20252","21420","21784","0","48789","50193","","","","","",
"El Salvador","SLV","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","138200","146000","140000","147000","155000","160000","170000","210600","225300","257800","264600","241800","254800","265500","360200","395000","467600","444100","448500","617800","524900","577400","682900","1242500","1617100","1698000","1800000","1700600","1694000","1624100","1960363","1692334","1804307","2182463","2391159","2540564","2579145","2536820","2279763","1996982","1816391.10383349","2151274","2523296","2509003","2816524","2597649","2603129","2670560",
"San Marino","SMR","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","25700","29800","31400","33000","35000","35000","38000","34000","36000","36500","90000","115800","99300","117200","130000","99800","122000","128400","104700","89200","87600","46100","","","","","","","","","","","","","","","","","","","163812.745808619","177005.4","178709.7","258336","251652","","4486","4486",
"Serbia","SRB","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","994880","1185479","1011231","1076473","918540","1041747","1118404","1135322","926618","985072","1149102","1240709","1241352","2187144","2427047","2486009","2442731",
"Sub-Saharan Africa (excluding high income)","SSA","Air transport, passengers carried","IS.AIR.PSGR","","","","","","","","","","","4585300","5013400","5360200","6261300","6811800","7320600","8568400","8749000","9727500","11279300","13004500","14195700","14213900","14332400","14673200","14994600","13895900","14099400","14634800","14534100","14566000","13966200","13273000","13633700","14645200","15054600","15661100","16093100","15873700","16774800","17519022","16753549","16016828","17470433","19705682","23121258","25230306","26657989","27510500","27184327","37778795.1379019","42254442.401034","45172846.8023684","43445905.818","43973716.115098","47353496","49115389","50643817",
